Status,From (Envelope),From (Header),To,Subject,Sent Date/Time,IP Address,Attachment,Route,Info,Spam Score,Spam Detection
Bounced,<jane.miller@yahoo.com>,Jane.Miller <jane.miller@yahoo.com>,<user@example.com>,Invoice #92472 from TechCorp,Sun Aug 31 23:58:04 EDT 2025,10.44.91.139,,internal,,0,
Bounced,<promo984@marketing.buzz>,<promo984@marketing.buzz>,<user@example.com>,Congratulations! You are a winner!,Fri Aug 29 16:00:44 EDT 2025,188.43.87.251,Has Attachment,inbound,Awaiting indexing,47,Moderate
Bounced,<noreply4526@promo.biz>,<noreply4526@promo.biz>,<user@example.com>,Click here for amazing deals,Wed Sep 17 15:01:36 EDT 2025,218.96.34.221,,internal,Indexed and archived,22,Moderate
Bounced,<jane.smith@outlook.com>,Jane.Smith <jane.smith@outlook.com>,<user@example.com>,Weekly newsletter - Software Update,Sat Sep 06 22:51:52 EDT 2025,172.25.52.76,Has Attachment,inbound,Attempt Greylisted,2,
Archived,<lisa.brown@tech.com>,Lisa.Brown <lisa.brown@tech.com>,<user@example.com>,Account security notification,Wed Sep 17 11:48:32 EDT 2025,172.30.94.1,,internal,,0,
Bounced,<promo432@untrusted.biz>,<promo432@untrusted.biz>,<user@example.com>,You have won $3297!,Thu Sep 18 13:25:10 EDT 2025,218.116.41.94,,internal,Hard Bounce,18,Moderate
Bounced,<mike.brown@organization.org>,Mike.Brown <mike.brown@organization.org>,<user@example.com>,Your order confirmation #54009,Fri Sep 26 04:15:43 EDT 2025,66.186.119.242,,internal,,15,
Archived,<offers75@promo.biz>,<offers75@promo.biz>,<user@example.com>,URGENT: Claim your prize NOW!,Tue Sep 23 01:36:40 EDT 2025,199.221.57.205,,inbound,,15,Moderate
Bounced,<support@gmail.com>,Support <support@gmail.com>,<user@example.com>,Meeting reminder for 2025-09-27,Mon Sep 15 07:15:38 EDT 2025,74.132.105.110,,internal,Hard Bounce,2,
Bounced,<jane.johnson@organization.org>,Jane.Johnson <jane.johnson@organization.org>,<user@example.com>,Welcome to LinkedIn,Fri Sep 05 21:57:25 EDT 2025,192.168.69.195,,outbound,Awaiting indexing,0,
Held,<david.williams@finance.com>,David.Williams <david.williams@finance.com>,<user@example.com>,Welcome to LinkedIn,Sat Sep 13 00:39:39 EDT 2025,10.164.163.222,Has Attachment,inbound,Awaiting indexing,0,
Bounced,<offers14@phishing.com>,<offers14@phishing.com>,<user@example.com>,Click here for amazing deals,Fri Sep 19 12:14:34 EDT 2025,216.144.149.39,,internal,Indexed and archived,20,Moderate
Bounced,<support.jones@organization.org>,Support.Jones <support.jones@organization.org>,<user@example.com>,Meeting reminder for 2025-09-27,Wed Sep 17 16:03:21 EDT 2025,10.244.27.131,,inbound,,0,
Bounced,<noreply3599@fake.domain>,<noreply3599@fake.domain>,<user@example.com>,FREE trial - act now!,Fri Sep 05 13:45:30 EDT 2025,198.197.129.238,,inbound,,29,Moderate
Bounced,<sarah.garcia@consulting.com>,Sarah.Garcia <sarah.garcia@consulting.com>,<user@example.com>,Your order confirmation #87641,Fri Sep 12 11:49:41 EDT 2025,66.56.1.177,,inbound,Indexed and archived,0,
Archived,<jane.jones@research.org>,Jane.Jones <jane.jones@research.org>,<user@example.com>,Project update - Data Science,Mon Sep 22 19:01:27 EDT 2025,66.26.140.196,,internal,Indexed and archived,0,
Bounced,<admin.brown@business.net>,Admin.Brown <admin.brown@business.net>,<user@example.com>,Meeting reminder for 2025-09-27,Sun Aug 31 04:30:51 EDT 2025,10.27.102.138,,outbound,,0,
Held,<mike.jones@gmail.com>,Mike.Jones <mike.jones@gmail.com>,<user@example.com>,System maintenance notification,Tue Sep 02 07:04:32 EDT 2025,66.33.82.107,,outbound,Attempt Greylisted,0,
Archived,<jane.smith@consulting.com>,Jane.Smith <jane.smith@consulting.com>,<user@example.com>,Invoice #21327 from CloudInc,Sun Sep 21 09:01:40 EDT 2025,172.26.36.109,,outbound,,0,
Held,<support.brown@organization.org>,Support.Brown <support.brown@organization.org>,<user@example.com>,Monthly report - September,Wed Sep 10 05:32:51 EDT 2025,192.168.67.30,,internal,Awaiting indexing,0,
Archived,<offers36@malicious.org>,<offers36@malicious.org>,<user@example.com>,Make money fast - limited time offer,Sat Sep 20 02:56:06 EDT 2025,184.95.92.125,,internal,IP Found in RBL,15,Moderate
Bounced,<marketing331@scam.net>,<marketing331@scam.net>,<user@example.com>,You have won $4204!,Tue Sep 16 12:00:43 EDT 2025,219.75.236.60,,inbound,Message Hold Applied - Spam Signature policy,3,Moderate
Held,<offers91@offers.info>,<offers91@offers.info>,<user@example.com>,URGENT: Claim your prize NOW!,Tue Sep 16 14:05:14 EDT 2025,192.196.144.67,,internal,Awaiting indexing,124,Moderate
Archived,<lisa.garcia@yahoo.com>,Lisa.Garcia <lisa.garcia@yahoo.com>,<user@example.com>,Conference registration confirmed,Sat Sep 06 09:36:24 EDT 2025,127.0.181.254,,internal,Message Hold Applied - Spam Signature policy,0,
Bounced,<marketing4851@untrusted.biz>,<marketing4851@untrusted.biz>,<user@example.com>,Exclusive offer just for you,Wed Sep 24 21:21:53 EDT 2025,211.153.134.215,Has Attachment,internal,,15,Moderate
Bounced,<noreply4902@scam.net>,<noreply4902@scam.net>,<user@example.com>,Make money fast - limited time offer,Mon Sep 01 19:33:40 EDT 2025,189.210.184.24,,outbound,Message Hold Applied - Spam Signature policy,32,Moderate
Archived,<sarah.johnson@consulting.com>,Sarah.Johnson <sarah.johnson@consulting.com>,<user@example.com>,Monthly report - September,Sat Aug 30 08:20:07 EDT 2025,192.168.179.15,,internal,Hard Bounce,0,
Archived,<deal630@offers.info>,<deal630@offers.info>,<user@example.com>,FREE trial - act now!,Wed Sep 10 07:52:17 EDT 2025,219.237.158.99,,internal,Indexed and archived,47,Moderate
Bounced,<mike.brown@outlook.com>,Mike.Brown <mike.brown@outlook.com>,<user@example.com>,Conference registration confirmed,Thu Sep 25 11:32:25 EDT 2025,74.225.77.214,,internal,,0,
Bounced,<info.smith@yahoo.com>,Info.Smith <info.smith@yahoo.com>,<user@example.com>,Conference registration confirmed,Fri Sep 19 11:45:33 EDT 2025,66.169.110.27,,internal,Indexed and archived,7,
Archived,<deal370@suspicious.net>,<deal370@suspicious.net>,<user@example.com>,Secret method to earn $1822,Sat Sep 20 12:19:41 EDT 2025,208.47.219.176,,outbound,Hard Bounce,25,Moderate
Archived,<mike.jones@yahoo.com>,Mike.Jones <mike.jones@yahoo.com>,<user@example.com>,System maintenance notification,Mon Sep 01 03:16:15 EDT 2025,74.164.65.46,,internal,,0,
Archived,<lisa.johnson@finance.com>,Lisa.Johnson <lisa.johnson@finance.com>,<user@example.com>,Project update - AI Research,Sat Sep 27 17:01:18 EDT 2025,192.168.44.83,,internal,Hard Bounce,8,
Archived,<marketing1106@promo.biz>,<marketing1106@promo.biz>,<user@example.com>,Click here for amazing deals,Mon Sep 01 18:44:06 EDT 2025,210.39.131.78,,inbound,Indexed and archived,40,Moderate
Archived,<jane.jones@outlook.com>,Jane.Jones <jane.jones@outlook.com>,<user@example.com>,Monthly report - September,Sun Sep 21 01:27:23 EDT 2025,192.168.62.92,,outbound,Awaiting indexing,15,
Held,<noreply8114@malicious.org>,<noreply8114@malicious.org>,<user@example.com>,URGENT: Claim your prize NOW!,Mon Sep 01 05:34:02 EDT 2025,215.89.200.186,,internal,,120,Moderate
Bounced,<promo828@phishing.com>,<promo828@phishing.com>,<user@example.com>,Make money fast - limited time offer,Tue Sep 09 16:36:27 EDT 2025,215.63.93.78,Has Attachment,inbound,,42,Moderate
Archived,<promo747@fake.domain>,<promo747@fake.domain>,<user@example.com>,You have won $276!,Fri Sep 26 16:35:39 EDT 2025,201.243.3.206,,internal,Message Hold Applied - Spam Signature policy,32,Moderate
Archived,<sarah.garcia@finance.com>,Sarah.Garcia <sarah.garcia@finance.com>,<user@example.com>,Invoice #89074 from DataSoft,Sun Aug 31 05:21:00 EDT 2025,172.23.221.49,,inbound,Hard Bounce,0,
Rejected,<offers77@malicious.org>,<offers77@malicious.org>,<user@example.com>,Congratulations! You are a winner!,Wed Sep 03 01:17:54 EDT 2025,191.79.87.188,,outbound,Attempt Greylisted,54,Moderate
Held,<mike.miller@tech.com>,Mike.Miller <mike.miller@tech.com>,<user@example.com>,Project update - AI Research,Sat Sep 06 18:14:55 EDT 2025,10.221.136.235,,outbound,Message Hold Applied - Spam Signature policy,0,
Archived,<offers25@promo.biz>,<offers25@promo.biz>,<user@example.com>,Congratulations! You are a winner!,Sat Sep 20 23:12:28 EDT 2025,204.19.13.117,,internal,Awaiting indexing,36,Moderate
Bounced,<lisa.garcia@consulting.com>,Lisa.Garcia <lisa.garcia@consulting.com>,<user@example.com>,System maintenance notification,Sun Sep 14 00:23:42 EDT 2025,10.122.178.24,,inbound,Awaiting indexing,9,
Bounced,<contact@finance.com>,Contact <contact@finance.com>,<user@example.com>,Welcome to LinkedIn,Sun Sep 07 04:17:58 EDT 2025,172.27.167.215,,internal,,7,
Held,<david.johnson@company.com>,David.Johnson <david.johnson@company.com>,<user@example.com>,Welcome to GitHub,Sat Sep 13 05:52:04 EDT 2025,66.48.127.54,,inbound,IP Found in RBL,0,
Archived,<info@research.org>,Info <info@research.org>,<user@example.com>,Weekly newsletter - Security,Thu Aug 28 23:57:51 EDT 2025,127.0.40.124,,inbound,Attempt Greylisted,0,
Archived,<david.williams@institution.edu>,David.Williams <david.williams@institution.edu>,<user@example.com>,Your order confirmation #29102,Wed Sep 17 21:23:36 EDT 2025,172.25.144.42,,internal,Attempt Greylisted,0,
Bounced,<david.smith@finance.com>,David.Smith <david.smith@finance.com>,<user@example.com>,Your order confirmation #76379,Thu Sep 25 01:27:09 EDT 2025,66.156.29.101,,inbound,Awaiting indexing,12,
Held,<david.jones@finance.com>,David.Jones <david.jones@finance.com>,<user@example.com>,Account security notification,Mon Sep 15 22:26:00 EDT 2025,66.110.37.72,,internal,Message Hold Applied - Spam Signature policy,10,
Held,<offers38@offers.info>,<offers38@offers.info>,<user@example.com>,Exclusive offer just for you,Wed Sep 03 21:19:39 EDT 2025,199.20.197.143,,internal,Hard Bounce,75,Moderate
Archived,<lisa.brown@corporate.com>,Lisa.Brown <lisa.brown@corporate.com>,<user@example.com>,Account security notification,Thu Sep 11 14:19:17 EDT 2025,192.168.45.37,,outbound,Awaiting indexing,0,
Deferred,<deal88@malicious.org>,<deal88@malicious.org>,<user@example.com>,FREE trial - act now!,Sat Sep 27 22:33:38 EDT 2025,187.80.153.16,,internal,IP Found in RBL,8,Moderate
Bounced,<john.smith@institution.edu>,John.Smith <john.smith@institution.edu>,<user@example.com>,Weekly newsletter - Security,Sun Aug 31 22:09:24 EDT 2025,10.210.42.66,,outbound,,4,
Held,<deal517@scam.net>,<deal517@scam.net>,<user@example.com>,FREE trial - act now!,Mon Sep 22 16:50:04 EDT 2025,203.87.20.81,,outbound,IP Found in RBL,64,Moderate
Archived,<mike.smith@organization.org>,Mike.Smith <mike.smith@organization.org>,<user@example.com>,Weekly newsletter - Data Science,Fri Sep 26 09:08:53 EDT 2025,127.0.95.160,,outbound,Awaiting indexing,0,
Bounced,<lisa.jones@business.net>,Lisa.Jones <lisa.jones@business.net>,<user@example.com>,Account security notification,Sat Sep 27 21:54:50 EDT 2025,74.94.121.93,,outbound,,0,
Rejected,<jane.jones@institution.edu>,Jane.Jones <jane.jones@institution.edu>,<user@example.com>,Weekly newsletter - AI Research,Sun Sep 14 23:22:58 EDT 2025,74.180.150.254,,outbound,IP Found in RBL,1,
Held,<deal884@offers.info>,<deal884@offers.info>,<user@example.com>,URGENT: Claim your prize NOW!,Wed Sep 03 08:17:08 EDT 2025,187.24.124.184,,outbound,Attempt Greylisted,44,Moderate
Archived,<admin.jones@consulting.com>,Admin.Jones <admin.jones@consulting.com>,<user@example.com>,Weekly newsletter - Software Update,Thu Sep 25 07:44:19 EDT 2025,66.84.82.191,Has Attachment,internal,,6,
Bounced,<admin.johnson@gmail.com>,Admin.Johnson <admin.johnson@gmail.com>,<user@example.com>,Meeting reminder for 2025-09-27,Sun Sep 07 03:57:03 EDT 2025,172.18.131.242,,internal,,0,
Archived,<admin@tech.com>,Admin <admin@tech.com>,<user@example.com>,System maintenance notification,Mon Sep 08 17:32:20 EDT 2025,127.0.36.133,,inbound,Message Hold Applied - Spam Signature policy,2,
Bounced,<promo515@scam.net>,<promo515@scam.net>,<user@example.com>,Exclusive offer just for you,Wed Sep 10 22:57:13 EDT 2025,180.203.30.3,Has Attachment,outbound,,38,Moderate
Archived,<admin@university.edu>,Admin <admin@university.edu>,<user@example.com>,Your order confirmation #97021,Fri Sep 19 23:20:31 EDT 2025,127.0.130.170,,internal,,0,
Bounced,<noreply@tech.com>,Noreply <noreply@tech.com>,<user@example.com>,Project update - Security,Mon Sep 15 21:40:13 EDT 2025,66.58.181.189,,outbound,Attempt Greylisted,0,
Held,<mike.williams@business.net>,Mike.Williams <mike.williams@business.net>,<user@example.com>,Account security notification,Sun Sep 14 05:59:27 EDT 2025,172.26.76.178,,internal,Hard Bounce,0,
Archived,<noreply7767@promo.biz>,<noreply7767@promo.biz>,<user@example.com>,Click here for amazing deals,Wed Sep 24 21:45:49 EDT 2025,199.120.46.168,,outbound,Message Hold Applied - Spam Signature policy,11,Moderate
Deferred,<offers11@spam.mail>,<offers11@spam.mail>,<user@example.com>,Make money fast - limited time offer,Fri Sep 19 07:09:00 EDT 2025,201.136.152.162,,outbound,,40,Moderate
Bounced,<noreply@tech.com>,Noreply <noreply@tech.com>,<user@example.com>,Project update - Data Science,Sun Sep 14 06:19:40 EDT 2025,74.34.84.176,,outbound,,1,
Bounced,<deal760@offers.info>,<deal760@offers.info>,<user@example.com>,Secret method to earn $6614,Thu Sep 11 10:23:49 EDT 2025,216.208.104.83,,inbound,,31,Moderate
Held,<john.johnson@institution.edu>,John.Johnson <john.johnson@institution.edu>,<user@example.com>,Monthly report - September,Mon Sep 08 00:51:15 EDT 2025,66.206.32.97,,inbound,Indexed and archived,0,
Deferred,<offers69@malicious.org>,<offers69@malicious.org>,<user@example.com>,URGENT: Claim your prize NOW!,Sat Sep 27 14:29:42 EDT 2025,188.90.174.4,,inbound,Hard Bounce,38,Moderate
Bounced,<marketing2421@suspicious.net>,<marketing2421@suspicious.net>,<user@example.com>,Make money fast - limited time offer,Tue Sep 16 06:50:37 EDT 2025,197.252.220.24,,inbound,Attempt Greylisted,10,Moderate
Archived,<deal477@malicious.org>,<deal477@malicious.org>,<user@example.com>,Make money fast - limited time offer,Sun Sep 14 06:54:07 EDT 2025,187.93.152.235,,outbound,,41,Moderate
Archived,<marketing988@malicious.org>,<marketing988@malicious.org>,<user@example.com>,Last chance to save big!,Fri Aug 29 10:31:25 EDT 2025,195.68.32.192,,inbound,Indexed and archived,28,Moderate
Bounced,<offers83@deals.click>,<offers83@deals.click>,<user@example.com>,FREE trial - act now!,Thu Aug 28 08:06:43 EDT 2025,188.158.241.206,,inbound,,46,Moderate
Bounced,<offers52@malicious.org>,<offers52@malicious.org>,<user@example.com>,Lose weight quickly with this trick,Fri Sep 12 20:01:08 EDT 2025,211.119.232.125,,inbound,,41,Moderate
Bounced,<info.garcia@corporate.com>,Info.Garcia <info.garcia@corporate.com>,<user@example.com>,Conference registration confirmed,Wed Sep 03 12:21:00 EDT 2025,10.13.239.54,,internal,Awaiting indexing,7,
Archived,<promo602@malicious.org>,<promo602@malicious.org>,<user@example.com>,Lose weight quickly with this trick,Wed Sep 17 06:00:09 EDT 2025,184.88.87.146,,inbound,IP Found in RBL,41,Moderate
Deferred,<jane.smith@research.org>,Jane.Smith <jane.smith@research.org>,<user@example.com>,Account security notification,Thu Aug 28 18:30:50 EDT 2025,192.168.13.188,,inbound,IP Found in RBL,0,
Bounced,<admin@research.org>,Admin <admin@research.org>,<user@example.com>,Your order confirmation #39003,Sat Aug 30 01:14:25 EDT 2025,10.6.127.71,,internal,,7,
Archived,<info.smith@outlook.com>,Info.Smith <info.smith@outlook.com>,<user@example.com>,Conference registration confirmed,Mon Sep 08 12:38:00 EDT 2025,10.164.21.148,,internal,Awaiting indexing,11,
Held,<noreply@university.edu>,Noreply <noreply@university.edu>,<user@example.com>,Meeting reminder for 2025-09-27,Sat Aug 30 19:58:16 EDT 2025,74.56.178.184,,inbound,Message Hold Applied - Spam Signature policy,13,
Held,<support.jones@organization.org>,Support.Jones <support.jones@organization.org>,<user@example.com>,Meeting reminder for 2025-09-27,Thu Sep 18 08:14:00 EDT 2025,66.18.225.110,,internal,,0,
Bounced,<promo302@deals.click>,<promo302@deals.click>,<user@example.com>,Lose weight quickly with this trick,Tue Sep 16 21:13:59 EDT 2025,210.90.96.137,,inbound,IP Found in RBL,12,Moderate
Held,<offers20@offers.info>,<offers20@offers.info>,<user@example.com>,Secret method to earn $6631,Wed Sep 24 16:39:18 EDT 2025,205.83.168.203,,internal,,62,Moderate
Deferred,<admin@organization.org>,Admin <admin@organization.org>,<user@example.com>,Project update - Security,Fri Aug 29 19:09:19 EDT 2025,74.34.218.21,,internal,,0,
Bounced,<noreply4386@offers.info>,<noreply4386@offers.info>,<user@example.com>,Make money fast - limited time offer,Mon Sep 15 14:20:13 EDT 2025,182.24.243.81,,inbound,Attempt Greylisted,48,Moderate
Archived,<deal854@deals.click>,<deal854@deals.click>,<user@example.com>,Secret method to earn $9450,Wed Sep 24 21:32:08 EDT 2025,197.197.238.71,Has Attachment,inbound,,15,Moderate
Archived,<noreply1675@suspicious.net>,<noreply1675@suspicious.net>,<user@example.com>,Last chance to save big!,Tue Sep 23 19:29:38 EDT 2025,206.122.101.76,,inbound,,46,Moderate
Archived,<deal88@offers.info>,<deal88@offers.info>,<user@example.com>,Click here for amazing deals,Sat Aug 30 23:44:19 EDT 2025,180.182.86.95,,outbound,,48,Moderate
Bounced,<admin@finance.com>,Admin <admin@finance.com>,<user@example.com>,Invoice #87118 from DataSoft,Fri Aug 29 08:36:53 EDT 2025,172.18.102.65,,outbound,,0,
Held,<offers29@malicious.org>,<offers29@malicious.org>,<user@example.com>,Exclusive offer just for you,Fri Sep 19 20:49:51 EDT 2025,204.71.137.174,,outbound,,25,Moderate
Archived,<noreply@gmail.com>,Noreply <noreply@gmail.com>,<user@example.com>,Your order confirmation #46417,Fri Sep 05 13:29:16 EDT 2025,10.58.32.189,,internal,IP Found in RBL,8,
Archived,<deal661@scam.net>,<deal661@scam.net>,<user@example.com>,Last chance to save big!,Fri Sep 05 02:52:27 EDT 2025,196.119.228.188,,internal,IP Found in RBL,7,Moderate
Bounced,<noreply5530@spam.mail>,<noreply5530@spam.mail>,<user@example.com>,Click here for amazing deals,Wed Sep 10 05:14:17 EDT 2025,188.180.141.44,,internal,Attempt Greylisted,9,Moderate
Archived,<david.garcia@research.org>,David.Garcia <david.garcia@research.org>,<user@example.com>,Welcome to LinkedIn,Fri Sep 05 17:26:59 EDT 2025,66.150.231.128,,internal,IP Found in RBL,0,
Archived,<sarah.miller@organization.org>,Sarah.Miller <sarah.miller@organization.org>,<user@example.com>,System maintenance notification,Mon Sep 08 16:38:15 EDT 2025,66.39.132.12,,inbound,Awaiting indexing,0,
